RISCV_SLLIUW,mcountinhibit Read,mie Read,mip Read,misa[U] Read,misa Read,misa[S] Read,misa[N] Read,mstatus Read,mideleg Read,sideleg Read,mcause[IsInterrupt] Write,mcause[Cause] Write,mtval Write,mepc Write,mcause Read,stval Write,sepc Write,scause Read,utval Write,uepc Write,ucause Read,mtvec Read,stvec Read,utvec Read,instret Read,minstret Read,misa[MXL] Read,misa[C] Read,mstatus[MXR] Read,mstatus[SUM] Read,satp Read,cycle Read,mcycle Read,mstatus[MPRV] Write,medeleg Read,sedeleg Read,mstatus[MPP] R+W,mstatus[SPP] R+W,mstatus[MPIE] R+W,mstatus[SPIE] R+W,mstatus[UPIE] R+W,mstatus[MIE] R+W,mstatus[SIE] R+W,mstatus[UIE] R+W,,,,,,,,,,,,,
ZBA_RTYPEUW,mcountinhibit Read,mie Read,mip Read,misa[U] Read,misa Read,misa[S] Read,misa[N] Read,mstatus Read,mideleg Read,sideleg Read,mcause[IsInterrupt] Write,mcause[Cause] Write,mtval Write,mepc Write,mcause Read,stval Write,sepc Write,scause Read,utval Write,uepc Write,ucause Read,mtvec Read,stvec Read,utvec Read,instret Read,minstret Read,misa[MXL] Read,misa[C] Read,mstatus[MXR] Read,mstatus[SUM] Read,satp Read,cycle Read,mcycle Read,mstatus[MPRV] Write,medeleg Read,sedeleg Read,mstatus[MPP] R+W,mstatus[SPP] R+W,mstatus[MPIE] R+W,mstatus[SPIE] R+W,mstatus[UPIE] R+W,mstatus[MIE] R+W,mstatus[SIE] R+W,mstatus[UIE] R+W,,,,,,,,,,,,,
ZBA_RTYPE,mcountinhibit Read,mie Read,mip Read,misa[U] Read,misa Read,misa[S] Read,misa[N] Read,mstatus Read,mideleg Read,sideleg Read,mcause[IsInterrupt] Write,mcause[Cause] Write,mtval Write,mepc Write,mcause Read,stval Write,sepc Write,scause Read,utval Write,uepc Write,ucause Read,mtvec Read,stvec Read,utvec Read,instret Read,minstret Read,misa[MXL] Read,misa[C] Read,mstatus[MXR] Read,mstatus[SUM] Read,satp Read,cycle Read,mcycle Read,mstatus[MPRV] Write,medeleg Read,sedeleg Read,mstatus[MPP] R+W,mstatus[SPP] R+W,mstatus[MPIE] R+W,mstatus[SPIE] R+W,mstatus[UPIE] R+W,mstatus[MIE] R+W,mstatus[SIE] R+W,mstatus[UIE] R+W,,,,,,,,,,,,,
RISCV_JALR,mcountinhibit Read,mie Read,mip Read,misa[U] Read,misa Read,misa[S] Read,misa[N] Read,mstatus Read,mideleg Read,sideleg Read,mcause[IsInterrupt] Write,mcause[Cause] Write,mtval Write,mepc Write,mcause Read,stval Write,sepc Write,scause Read,utval Write,uepc Write,ucause Read,mtvec Read,stvec Read,utvec Read,instret Read,minstret Read,misa[MXL] Read,misa[C] Read,mstatus[MXR] Read,mstatus[SUM] Read,satp Read,cycle Read,mcycle Read,mstatus[MPRV] Write,medeleg Read,sedeleg Read,mstatus[MPP] R+W,mstatus[SPP] R+W,mstatus[MPIE] R+W,mstatus[SPIE] R+W,mstatus[UPIE] R+W,mstatus[MIE] R+W,mstatus[SIE] R+W,mstatus[UIE] R+W,,,,,,,,,,,,,
C_LBU,mcountinhibit Read,mie Read,mip Read,misa[U] Read,misa Read,misa[S] Read,misa[N] Read,mstatus Read,mideleg Read,sideleg Read,mcause[IsInterrupt] Write,mcause[Cause] Write,mtval Write,mepc Write,mcause Read,stval Write,sepc Write,scause Read,utval Write,uepc Write,ucause Read,mtvec Read,stvec Read,utvec Read,instret Read,minstret Read,misa[MXL] Read,misa[C] Read,mstatus[MXR] Read,mstatus[SUM] Read,satp Read,cycle Read,mcycle Read,mstatus[MPRV] Write,medeleg Read,sedeleg Read,mstatus[MPP] R+W,mstatus[SPP] R+W,mstatus[MPIE] R+W,mstatus[SPIE] R+W,mstatus[UPIE] R+W,mstatus[MIE] R+W,mstatus[SIE] R+W,mstatus[UIE] R+W,,,,,,,,,,,,,
C_LHU,mcountinhibit Read,mie Read,mip Read,misa[U] Read,misa Read,misa[S] Read,misa[N] Read,mstatus Read,mideleg Read,sideleg Read,mcause[IsInterrupt] Write,mcause[Cause] Write,mtval Write,mepc Write,mcause Read,stval Write,sepc Write,scause Read,utval Write,uepc Write,ucause Read,mtvec Read,stvec Read,utvec Read,instret Read,minstret Read,misa[MXL] Read,misa[C] Read,mstatus[MXR] Read,mstatus[SUM] Read,satp Read,cycle Read,mcycle Read,mstatus[MPRV] Write,medeleg Read,sedeleg Read,mstatus[MPP] R+W,mstatus[SPP] R+W,mstatus[MPIE] R+W,mstatus[SPIE] R+W,mstatus[UPIE] R+W,mstatus[MIE] R+W,mstatus[SIE] R+W,mstatus[UIE] R+W,,,,,,,,,,,,,
C_LH,mcountinhibit Read,mie Read,mip Read,misa[U] Read,misa Read,misa[S] Read,misa[N] Read,mstatus Read,mideleg Read,sideleg Read,mcause[IsInterrupt] Write,mcause[Cause] Write,mtval Write,mepc Write,mcause Read,stval Write,sepc Write,scause Read,utval Write,uepc Write,ucause Read,mtvec Read,stvec Read,utvec Read,instret Read,minstret Read,misa[MXL] Read,misa[C] Read,mstatus[MXR] Read,mstatus[SUM] Read,satp Read,cycle Read,mcycle Read,mstatus[MPRV] Write,medeleg Read,sedeleg Read,mstatus[MPP] R+W,mstatus[SPP] R+W,mstatus[MPIE] R+W,mstatus[SPIE] R+W,mstatus[UPIE] R+W,mstatus[MIE] R+W,mstatus[SIE] R+W,mstatus[UIE] R+W,,,,,,,,,,,,,
C_SB,mcountinhibit Read,mie Read,mip Read,misa[U] Read,misa Read,misa[S] Read,misa[N] Read,mstatus Read,mideleg Read,sideleg Read,mcause[IsInterrupt] Write,mcause[Cause] Write,mtval Write,mepc Write,mcause Read,stval Write,sepc Write,scause Read,utval Write,uepc Write,ucause Read,mtvec Read,stvec Read,utvec Read,instret Read,minstret Read,misa[MXL] Read,misa[C] Read,mstatus[MXR] Read,mstatus[SUM] Read,satp Read,cycle Read,mcycle Read,mstatus[MPRV] Write,medeleg Read,sedeleg Read,mstatus[MPP] R+W,mstatus[SPP] R+W,mstatus[MPIE] R+W,mstatus[SPIE] R+W,mstatus[UPIE] R+W,mstatus[MIE] R+W,mstatus[SIE] R+W,mstatus[UIE] R+W,,,,,,,,,,,,,
C_SH,mcountinhibit Read,mie Read,mip Read,misa[U] Read,misa Read,misa[S] Read,misa[N] Read,mstatus Read,mideleg Read,sideleg Read,mcause[IsInterrupt] Write,mcause[Cause] Write,mtval Write,mepc Write,mcause Read,stval Write,sepc Write,scause Read,utval Write,uepc Write,ucause Read,mtvec Read,stvec Read,utvec Read,instret Read,minstret Read,misa[MXL] Read,misa[C] Read,mstatus[MXR] Read,mstatus[SUM] Read,satp Read,cycle Read,mcycle Read,mstatus[MPRV] Write,medeleg Read,sedeleg Read,mstatus[MPP] R+W,mstatus[SPP] R+W,mstatus[MPIE] R+W,mstatus[SPIE] R+W,mstatus[UPIE] R+W,mstatus[MIE] R+W,mstatus[SIE] R+W,mstatus[UIE] R+W,,,,,,,,,,,,,
C_ZEXT_B,mcountinhibit Read,mie Read,mip Read,misa[U] Read,misa Read,misa[S] Read,misa[N] Read,mstatus Read,mideleg Read,sideleg Read,mcause[IsInterrupt] Write,mcause[Cause] Write,mtval Write,mepc Write,mcause Read,stval Write,sepc Write,scause Read,utval Write,uepc Write,ucause Read,mtvec Read,stvec Read,utvec Read,instret Read,minstret Read,misa[MXL] Read,misa[C] Read,mstatus[MXR] Read,mstatus[SUM] Read,satp Read,cycle Read,mcycle Read,mstatus[MPRV] Write,medeleg Read,sedeleg Read,mstatus[MPP] R+W,mstatus[SPP] R+W,mstatus[MPIE] R+W,mstatus[SPIE] R+W,mstatus[UPIE] R+W,mstatus[MIE] R+W,mstatus[SIE] R+W,mstatus[UIE] R+W,,,,,,,,,,,,,
